fishid,monitor,waterbody,date,d,m,y,sitecode,sitedescription,gear,pass,species,lengthmm,weightg,recap,pittype,pit,pitlast6,radio/acoustic,structure,structurecode,mort?,age,sex,maturity,spawningcondition,fishidcomments,tissue/sediment
mb121115.014,brgmon4,mb,15-Nov-12,15,11,2012,mb_003,site #5,,,mw,326,394,,hdx,900 226000086955,086955,,s,mw121115.008,,damaged,m,mat, ,,
mb121122.012,brgmon4,mb,22-Nov-12,22,11,2012,mb_002,hurley river bridge,,,mw,288,320,,hdx,900 226000086869,086869,,,,,,f,mat,gravid ripe,,
mb121122.028,brgmon4,mb,22-Nov-12,22,11,2012,mb_002,hurley river bridge,,,bt,585,1734,,hdx,900 226000086871,086871,,f,bt121122.002,,,f,,kelt ,,
mb121122.008,brgmon4,mb,22-Nov-12,22,11,2012,mb_002,hurley river bridge,,,mw,275,227,,hdx,900 226000086872,086872,,,,,,f,mat,gravid ripe,,
mb121122.025,brgmon4,mb,22-Nov-12,22,11,2012,mb_002,hurley river bridge,,,bt,462,775,true,hdx,900 226000086874,086874,,,,,,,imm, ,,
mb121122.027,brgmon4,mb,22-Nov-12,22,11,2012,mb_002,hurley river bridge,,,bt,462,774,,hdx,900 226000086874,086874,,f,bt121122.001,,,,imm, ,,
mb121122.011,brgmon4,mb,22-Nov-12,22,11,2012,mb_002,hurley river bridge,,,mw,301,298,,hdx,900 226000086875,086875,,,,,,m,mat, ,,
mb121122.001,brgmon4,mb,22-Nov-12,22,11,2012,mb_002,hurley river bridge,,,bt,520,1155,,hdx,900 226000086876,086876,,,,,,m,,kelt ,,
mb121122.022,brgmon4,mb,22-Nov-12,22,11,2012,mb_002,hurley river bridge,,,mw,325,400,,hdx,900 226000086877,086877,,,,,,f,mat,gravid ripe,,
mb121122.018,brgmon4,mb,22-Nov-12,22,11,2012,mb_002,hurley river bridge,,,mw,290,360,,hdx,900 226000086879,086879,,,,,,f,mat,gravid ripe,,
mb121122.009,brgmon4,mb,22-Nov-12,22,11,2012,mb_002,hurley river bridge,,,mw,265,227,,hdx,900 226000086881,086881,,,,,,m,mat, ,,
mb121122.031,brgmon4,mb,22-Nov-12,22,11,2012,mb_002,hurley river bridge,,,mw,320,356,,hdx,900 226000086883,086883,,s,mw121122.001,,3ss,m,mat, ,,
mb121122.034,brgmon4,mb,22-Nov-12,22,11,2012,mb_002,hurley river bridge,,,mw,305,282,,hdx,900 226000086885,086885,,s,mw121122.004,,2ss,m,mat, ,,
mb121122.007,brgmon4,mb,22-Nov-12,22,11,2012,mb_002,hurley river bridge,,,mw,263,211,,hdx,900 226000086886,086886,,,,,,m,mat, ,,
mb121122.016,brgmon4,mb,22-Nov-12,22,11,2012,mb_002,hurley river bridge,,,mw,305,335,,hdx,900 226000086893,086893,,,,,,f,mat,gravid ripe,,
mb121122.005,brgmon4,mb,22-Nov-12,22,11,2012,mb_002,hurley river bridge,,,mw,275,203,,hdx,900 226000086901,086901,,,,,,m,mat, ,,
mb121122.021,brgmon4,mb,22-Nov-12,22,11,2012,mb_002,hurley river bridge,,,mw,300,391,,hdx,900 226000086904,086904,,,,,,f,mat,gravid ripe,,
mb121122.010,brgmon4,mb,22-Nov-12,22,11,2012,mb_002,hurley river bridge,,,mw,295,272,,hdx,900 226000086906,086906,,,,,,m,mat, ,,
mb121122.035,brgmon4,mb,22-Nov-12,22,11,2012,mb_002,hurley river bridge,,,mw,305,340,,hdx,900 226000086909,086909,,s,mw121122.005,,2ss,m,mat, ,,
mb121122.004,brgmon4,mb,22-Nov-12,22,11,2012,mb_002,hurley river bridge,,,mw,250,166,,hdx,900 226000086912,086912,,,,,,m,mat, ,,
mb121122.039,brgmon4,mb,22-Nov-12,22,11,2012,mb_002,hurley river bridge,,,mw,305,298,,hdx,900 226000086913,086913,,s,mw121122.009,,3ss,m,mat, ,,
mb121122.036,brgmon4,mb,22-Nov-12,22,11,2012,mb_002,hurley river bridge,,,mw,331,407,,hdx,900 226000086915,086915,,s,mw121122.006,,3sss,m,mat, ,,
mb121122.003,brgmon4,mb,22-Nov-12,22,11,2012,mb_002,hurley river bridge,,,mw,253,153,,hdx,900 226000086916,086916,,,,,,f,mat,gravid ripe,,
mb121122.002,brgmon4,mb,22-Nov-12,22,11,2012,mb_002,hurley river bridge,,,bt,524,1170,,hdx,900 226000086926,086926,,,,,,,imm, ,,
mb121122.033,brgmon4,mb,22-Nov-12,22,11,2012,mb_002,hurley river bridge,,,mw,298,280,,hdx,900 226000086927,086927,,s,mw121122.003,,2s,m,mat, ,,
mb121122.006,brgmon4,mb,22-Nov-12,22,11,2012,mb_002,hurley river bridge,,,mw,270,204,,hdx,900 226000086929,086929,,,,,,m,mat, ,,
mb121122.038,brgmon4,mb,22-Nov-12,22,11,2012,mb_002,hurley river bridge,,,mw,323,348,,hdx,900 226000086930,086930,,s,mw121122.008,,2sss,m,mat, ,,
mb121122.026,brgmon4,mb,22-Nov-12,22,11,2012,mb_002,hurley river bridge,,,bt,442,840,,hdx,900 226000086931,086931,,,,,,,imm, ,,
mb121122.030,brgmon4,mb,22-Nov-12,22,11,2012,mb_002,hurley river bridge,,,bt,442,840,true,hdx,900 226000086931,086931,,f,bt121122.004,,,,imm, ,,
mb121122.029,brgmon4,mb,22-Nov-12,22,11,2012,mb_002,hurley river bridge,,,bt,480,982,,hdx,900 226000086933,086933,,f,bt121122.003,,,,imm, ,,
mb121122.014,brgmon4,mb,22-Nov-12,22,11,2012,mb_002,hurley river bridge,,,mw,300,330,,hdx,900 226000086934,086934,,,,,,m,mat, ,,
mb121122.040,brgmon4,mb,22-Nov-12,22,11,2012,mb_002,hurley river bridge,,,mw,298,319,,hdx,900 226000086935,086935,,s,mw121122.010,,3ss,m,mat, ,,
mb121122.015,brgmon4,mb,22-Nov-12,22,11,2012,mb_002,hurley river bridge,,,mw,307,330,,hdx,900 226000086937,086937,,,,,,m,mat, ,,
mb121122.019,brgmon4,mb,22-Nov-12,22,11,2012,mb_002,hurley river bridge,,,mw,321,363,,hdx,900 226000086942,086942,,,,,,m,mat, ,,
mb121122.020,brgmon4,mb,22-Nov-12,22,11,2012,mb_002,hurley river bridge,,,mw,306,385,,hdx,900 226000086948,086948,,,,,,f,mat,gravid ripe,,
mb121122.024,brgmon4,mb,22-Nov-12,22,11,2012,mb_002,hurley river bridge,,,mw,210,425,,hdx,900 226000086951,086951,,,,,,f,mat,gravid ripe,,
mb121122.037,brgmon4,mb,22-Nov-12,22,11,2012,mb_002,hurley river bridge,,,mw,252,177,,hdx,900 226000086952,086952,,s,mw121122.007,,2s,m,mat, ,,
mb121122.023,brgmon4,mb,22-Nov-12,22,11,2012,mb_002,hurley river bridge,,,mw,331,415,,hdx,900 226000086958,086958,,,,,,f,mat,gravid ripe,,
mb121122.013,brgmon4,mb,22-Nov-12,22,11,2012,mb_002,hurley river bridge,,,mw,285,330,,hdx,900 226000086962,086962,,,,,,f,mat,gravid ripe,,
mb121122.032,brgmon4,mb,22-Nov-12,22,11,2012,mb_002,hurley river bridge,,,mw,265,218,,hdx,900 226000086965,086965,,s,mw121122.002,,2s,m,mat, ,,
mb121122.017,brgmon4,mb,22-Nov-12,22,11,2012,mb_002,hurley river bridge,,,mw,315,358,,hdx,900 226000086967,086967,,,,,,m,mat, ,,
mb121129.039,brgmon4,mb,29-Nov-12,29,11,2012,mb_002,hurley river bridge,,,bt,352,466,,hdx,900 226000086878,086878,,f,bt121129.005,,,,imm, ,,
mb121129.004,brgmon4,mb,29-Nov-12,29,11,2012,mb_002,hurley river bridge,,,mw,275,228,,hdx,900 226000086884,086884,,,,,,f,mat,partial ripe,,
mb121129.003,brgmon4,mb,29-Nov-12,29,11,2012,mb_002,hurley river bridge,,,mw,274,220,,hdx,900 226000086889,086889,,,,,,m,mat, ,,
mb121129.030,brgmon4,mb,29-Nov-12,29,11,2012,mb_002,hurley river bridge,,,bt,391,481,true,hdx,900 226000086891,086891,,,,,,,imm, ,,
mb121129.031,brgmon4,mb,29-Nov-12,29,11,2012,mb_002,hurley river bridge,,,bt,391,481,true,hdx,900 226000086891,086891,,,,,,,imm, ,,
mb121129.038,brgmon4,mb,29-Nov-12,29,11,2012,mb_002,hurley river bridge,,,bt,391,481,,hdx,900 226000086891,086891,,f,bt121129.004,,,,imm, ,,
mb121129.017,brgmon4,mb,29-Nov-12,29,11,2012,mb_002,hurley river bridge,,,bt,328,331,true,hdx,900 226000086892,086892,,,,,,,imm, ,,
mb121129.036,brgmon4,mb,29-Nov-12,29,11,2012,mb_002,hurley river bridge,,,bt,328,331,,hdx,900 226000086892,086892,,f,bt121129.002,,,,imm, ,,
mb121129.001,brgmon4,mb,29-Nov-12,29,11,2012,mb_002,hurley river bridge,,,mw,260,190,,hdx,900 226000086894,086894,,,,,,m,mat,kelt ,,
mb121129.005,brgmon4,mb,29-Nov-12,29,11,2012,mb_002,hurley river bridge,,,mw,279,231,,hdx,900 226000086895,086895,,,,,,m,mat, ,,
mb121129.028,brgmon4,mb,29-Nov-12,29,11,2012,mb_002,hurley river bridge,,,mw,330,444,,hdx,900 226000086897,086897,,,,,,f,mat,gravid ripe,,
mb121129.013,brgmon4,mb,29-Nov-12,29,11,2012,mb_002,hurley river bridge,,,mw,301,322,,hdx,900 226000086899,086899,,,,,,f,mat,gravid ripe,,
mb121129.024,brgmon4,mb,29-Nov-12,29,11,2012,mb_002,hurley river bridge,,,mw,304,386,,hdx,900 226000086902,086902,,,,,,f,mat,partial ripe,,
mb121129.026,brgmon4,mb,29-Nov-12,29,11,2012,mb_001,goldbridge bridge,,,mw,320,396,,hdx,900 226000086905,086905,,,,,,f,mat,kelt ripe,,
mb121129.032,brgmon4,mb,29-Nov-12,29,11,2012,mb_001,goldbridge bridge,,,bt,440,844,,hdx,900 226000086908,086908,,,,,,,imm, ,,
mb121129.014,brgmon4,mb,29-Nov-12,29,11,2012,mb_002,hurley river bridge,,,mw,319,324,,hdx,900 226000086911,086911,,,,,,m,mat, ,,
mb121129.007,brgmon4,mb,29-Nov-12,29,11,2012,mb_001,goldbridge bridge,,,mw,268,235,,hdx,900 226000086917,086917,,,,,,m,mat,kelt ,,
mb121129.025,brgmon4,mb,29-Nov-12,29,11,2012,mb_002,hurley river bridge,,,mw,310,391,,hdx,900 226000086919,086919,,,,,,f,mat,gravid green,,
mb121129.009,brgmon4,mb,29-Nov-12,29,11,2012,mb_002,hurley river bridge,,,mw,298,290,,hdx,900 226000086921,086921,,,,,,m,mat, ,,
mb121129.037,brgmon4,mb,29-Nov-12,29,11,2012,mb_002,hurley river bridge,,,bt,480,1012,,hdx,900 226000086924,086924,,f,bt121129.003,,,,imm, ,,
mb121129.023,brgmon4,mb,29-Nov-12,29,11,2012,mb_001,goldbridge bridge,,,mw,307,376,,hdx,900 226000086932,086932,,,,,,f,mat,partial ripe,,
mb121129.033,brgmon4,mb,29-Nov-12,29,11,2012,mb_002,hurley river bridge,,,bt,480,917,true,hdx,900 226000086933,086933,,,,,,,imm, ,,
mb121129.034,brgmon4,mb,29-Nov-12,29,11,2012,mb_002,hurley river bridge,,,bt,480,917,true,hdx,900 226000086933,086933,,,,,,,imm, ,,
mb121129.018,brgmon4,mb,29-Nov-12,29,11,2012,mb_001,goldbridge bridge,,,mw,312,333,,hdx,900 226000086936,086936,,,,,,f,mat,partial ripe,,
mb121129.011,brgmon4,mb,29-Nov-12,29,11,2012,mb_001,goldbridge bridge,,,mw,304,310,,hdx,900 226000086939,086939,,,,,,m,mat,kelt ,,
mb121129.029,brgmon4,mb,29-Nov-12,29,11,2012,mb_001,goldbridge bridge,,,mw,312,447,,hdx,900 226000086941,086941,,,,,,f,mat,gravid ripe,,
mb121129.002,brgmon4,mb,29-Nov-12,29,11,2012,mb_002,hurley river bridge,,,mw,268,211,,hdx,900 226000086943,086943,,,,,,m,mat, ,,
mb121129.022,brgmon4,mb,29-Nov-12,29,11,2012,mb_002,hurley river bridge,,,mw,319,368,,hdx,900 226000086946,086946,,,,,,f,mat,partial ripe,,
mb121129.010,brgmon4,mb,29-Nov-12,29,11,2012,mb_002,hurley river bridge,,,mw,302,299,,hdx,900 226000086947,086947,,,,,,m,mat, ,,
mb121129.006,brgmon4,mb,29-Nov-12,29,11,2012,mb_002,hurley river bridge,,,mw,274,234,,hdx,900 226000086949,086949,,,,,,m,mat, ,,
mb121129.020,brgmon4,mb,29-Nov-12,29,11,2012,mb_002,hurley river bridge,,,mw,321,347,,hdx,900 226000086950,086950,,,,,,m,mat, ,,
mb121129.021,brgmon4,mb,29-Nov-12,29,11,2012,mb_002,hurley river bridge,,,mw,319,363,,hdx,900 226000086956,086956,,,,,,m,mat, ,,
mb121129.008,brgmon4,mb,29-Nov-12,29,11,2012,mb_002,hurley river bridge,,,mw,229,248,,hdx,900 226000086957,086957,,,,,,f,mat,gravid green,,
mb121129.019,brgmon4,mb,29-Nov-12,29,11,2012,mb_002,hurley river bridge,,,mw,282,341,,hdx,900 226000086960,086960,,,,,,f,mat,gravid ripe,,
mb121129.035,brgmon4,mb,29-Nov-12,29,11,2012,mb_002,hurley river bridge,,,bt,400,554,,hdx,900 226000086961,086961,,f,bt121129.001,,,,imm, ,,
mb121129.027,brgmon4,mb,29-Nov-12,29,11,2012,mb_002,hurley river bridge,,,mw,318,442,,hdx,900 226000086963,086963,,,,,,f,mat,gravid ripe,,
mb121129.012,brgmon4,mb,29-Nov-12,29,11,2012,mb_002,hurley river bridge,,,mw,289,316,,hdx,900 226000086964,086964,,,,,,f,mat,gravid ripe,,
mb121129.015,brgmon4,mb,29-Nov-12,29,11,2012,mb_002,hurley river bridge,,,mw,309,329,,hdx,900 226000086966,086966,,,,,,m,mat, ,,
mb121129.016,brgmon4,mb,29-Nov-12,29,11,2012,mb_001,goldbridge bridge,,,mw,302,331,,hdx,900 226000086968,086968,,,,,,f,mat,partial ripe,,
mb121130.015,brgmon4,mb,30-Nov-12,30,11,2012,mb_002,hurley river bridge,,,bt,590,2150,,hdx,900 226000080655,080655,,f,bt121130.003,,,m,mat,kelt ,,
mb121130.011,brgmon4,mb,30-Nov-12,30,11,2012,mb_002,hurley river bridge,,,mw,323,512,,hdx,900 226000080656,080656,,,,,,f,mat,gravid ripe,,
mb121130.004,brgmon4,mb,30-Nov-12,30,11,2012,mb_002,hurley river bridge,,,mw,275,206,,hdx,900 226000080661,080661,,,,,,m,mat, ,,
mb121130.010,brgmon4,mb,30-Nov-12,30,11,2012,mb_002,hurley river bridge,,,mw,316,374,,hdx,900 226000080679,080679,,,,,,m,mat, ,,
mb121130.005,brgmon4,mb,30-Nov-12,30,11,2012,mb_002,hurley river bridge,,,mw,287,263,,hdx,900 226000080693,080693,,,,,,m,mat, ,,
mb121130.003,brgmon4,mb,30-Nov-12,30,11,2012,mb_002,hurley river bridge,,,mw,263,193,,hdx,900 226000080701,080701,,,,,,f,mat,kelt ripe,,
mb121130.009,brgmon4,mb,30-Nov-12,30,11,2012,mb_002,hurley river bridge,,,mw,319,316,,hdx,900 226000080708,080708,,,,,,m,mat, ,,
mb121130.006,brgmon4,mb,30-Nov-12,30,11,2012,mb_002,hurley river bridge,,,mw,310,298,,hdx,900 226000080710,080710,,,,,,m,mat, ,,
mb121130.013,brgmon4,mb,30-Nov-12,30,11,2012,mb_002,hurley river bridge,,,bt,666,2900,,hdx,900 226000080712,080712,,f,bt121130.001,,,,imm, ,,
mb121130.001,brgmon4,mb,30-Nov-12,30,11,2012,mb_002,hurley river bridge,,,bt,468,1014,,hdx,900 226000080719,080719,,,,,,,imm, ,,
mb121130.014,brgmon4,mb,30-Nov-12,30,11,2012,mb_002,hurley river bridge,,,bt,685,2869,,hdx,900 226000080737,080737,,f,bt121130.002,,,m,mat,kelt ,,
mb121130.007,brgmon4,mb,30-Nov-12,30,11,2012,mb_002,hurley river bridge,,,mw,290,310,,hdx,900 226000080746,080746,,,,,,m,mat, ,,
mb121130.002,brgmon4,mb,30-Nov-12,30,11,2012,mb_002,hurley river bridge,,,bt,520,1155,true,hdx,900 226000086876,086876,,,,,,m,mat,kelt ,,
mb121130.008,brgmon4,mb,30-Nov-12,30,11,2012,mb_002,hurley river bridge,,,mw,291,313,,hdx,900 226000086945,086945,,,,,,m,mat, ,,
mb121130.012,brgmon4,mb,30-Nov-12,30,11,2012,mb_002,hurley river bridge,,,bt,400,555,true,hdx,900 226000086961,086961,,,,,,,imm, ,,
mb121206.022,brgmon4,mb,6-Dec-12,6,12,2012,mb_001,goldbridge bridge,,,mw,320,348,,,,,,,,,,f,mat,gravid ripe,tagged but not scanned,
mb121206.035,brgmon4,mb,6-Dec-12,6,12,2012,mb_001,goldbridge bridge,,,bt,690,3560,,,,,,f,bt121206.001,,,,imm, ,tagged but not scanned,
mb121206.038,brgmon4,mb,6-Dec-12,6,12,2012,mb_001,goldbridge bridge,,,bt,480,1069,,hdx,900 226000080648,080648,,f,bt121206.004,,,,imm, ,,
mb121206.020,brgmon4,mb,6-Dec-12,6,12,2012,mb_002,hurley river bridge,,,mw,328,344,,hdx,900 226000080649,080649,,,,,,m,mat, ,,
mb121206.015,brgmon4,mb,6-Dec-12,6,12,2012,mb_002,hurley river bridge,,,mw,306,321,,hdx,900 226000080651,080651,,,,,,m,mat, ,,
mb121206.006,brgmon4,mb,6-Dec-12,6,12,2012,mb_001,goldbridge bridge,,,mw,289,255,,hdx,900 226000080652,080652,,,,,,f,mat,kelt ,,
mb121206.032,brgmon4,mb,6-Dec-12,6,12,2012,mb_001,goldbridge bridge,,,mw,326,392,,hdx,900 226000080654,080654,,,,,,f,mat,partial ripe,,
mb121206.002,brgmon4,mb,6-Dec-12,6,12,2012,mb_002,hurley river bridge,,,bt,590,2150,true,hdx,900 226000080655,080655,,,,,,m,mat,kelt ,,
mb121206.030,brgmon4,mb,6-Dec-12,6,12,2012,mb_001,goldbridge bridge,,,mw,320,377,,hdx,900 226000080657,080657,,,,,,f,mat,gravid ripe,,
mb121206.019,brgmon4,mb,6-Dec-12,6,12,2012,mb_001,goldbridge bridge,,,mw,311,338,,hdx,900 226000080666,080666,,,,,,f,mat,partial ripe,,
mb121206.010,brgmon4,mb,6-Dec-12,6,12,2012,mb_001,goldbridge bridge,,,mw,300,295,,hdx,900 226000080667,080667,,,,,,m,mat, ,,
mb121206.005,brgmon4,mb,6-Dec-12,6,12,2012,mb_001,goldbridge bridge,,,mw,278,239,,hdx,900 226000080668,080668,,,,,,,imm, ,,
mb121206.034,brgmon4,mb,6-Dec-12,6,12,2012,mb_001,goldbridge bridge,,,mw,322,457,,hdx,900 226000080670,080670,,,,,,f,mat,gravid green,,
mb121206.018,brgmon4,mb,6-Dec-12,6,12,2012,mb_001,goldbridge bridge,,,mw,318,337,,hdx,900 226000080673,080673,,,,,,f,mat,kelt ,,
mb121206.021,brgmon4,mb,6-Dec-12,6,12,2012,mb_001,goldbridge bridge,,,mw,298,344,,hdx,900 226000080677,080677,,,,,,f,mat,gravid green,,
mb121206.026,brgmon4,mb,6-Dec-12,6,12,2012,mb_002,hurley river bridge,,,mw,316,374,,hdx,900 226000080679,080679,,,,,,m,mat, ,,
mb121206.027,brgmon4,mb,6-Dec-12,6,12,2012,mb_001,goldbridge bridge,,,mw,336,374,,hdx,900 226000080680,080680,,,,,,f,mat,partial ripe,,
mb121206.025,brgmon4,mb,6-Dec-12,6,12,2012,mb_002,hurley river bridge,,,mw,307,359,,hdx,900 226000080685,080685,,,,,,m,mat, ,,
mb121206.016,brgmon4,mb,6-Dec-12,6,12,2012,mb_002,hurley river bridge,,,mw,316,323,,hdx,900 226000080686,080686,,,,,,f,mat,gravid ripe,,
mb121206.004,brgmon4,mb,6-Dec-12,6,12,2012,mb_002,hurley river bridge,,,mw,280,228,,hdx,900 226000080688,080688,,,,,,m,mat, ,,
mb121206.014,brgmon4,mb,6-Dec-12,6,12,2012,mb_002,hurley river bridge,,,mw,316,314,,hdx,900 226000080697,080697,,,,,,m,mat,kelt ,,
mb121206.011,brgmon4,mb,6-Dec-12,6,12,2012,mb_002,hurley river bridge,,,mw,304,303,,hdx,900 226000080704,080704,,,,,,m,mat, ,,
mb121206.008,brgmon4,mb,6-Dec-12,6,12,2012,mb_001,goldbridge bridge,,,mw,296,281,,hdx,900 226000080705,080705,,,,,,f,mat,kelt ,,
mb121206.003,brgmon4,mb,6-Dec-12,6,12,2012,mb_002,hurley river bridge,,,mw,280,226,,hdx,900 226000080707,080707,,,,,,m,mat,kelt ,,
mb121206.023,brgmon4,mb,6-Dec-12,6,12,2012,mb_002,hurley river bridge,,,mw,311,352,,hdx,900 226000080711,080711,,,,,,m,mat,kelt ,,
mb121206.012,brgmon4,mb,6-Dec-12,6,12,2012,mb_001,goldbridge bridge,,,mw,298,310,,hdx,900 226000080714,080714,,,,,,f,mat,kelt ,,
mb121206.033,brgmon4,mb,6-Dec-12,6,12,2012,mb_001,goldbridge bridge,,,mw,310,421,,hdx,900 226000080715,080715,,,,,,f,mat,gravid ripe,,
mb121206.037,brgmon4,mb,6-Dec-12,6,12,2012,mb_001,goldbridge bridge,,,bt,428,667,,hdx,900 226000080721,080721,,f,bt121206.003,,,,imm, ,,
mb121206.031,brgmon4,mb,6-Dec-12,6,12,2012,mb_002,hurley river bridge,,,mw,310,389,,hdx,900 226000080724,080724,,,,,,f,mat,gravid ripe,,
mb121206.013,brgmon4,mb,6-Dec-12,6,12,2012,mb_001,goldbridge bridge,,,mw,322,313,,hdx,900 226000080727,080727,,,,,,f,mat,kelt ,,
mb121206.036,brgmon4,mb,6-Dec-12,6,12,2012,mb_001,goldbridge bridge,,,bt,510,1079,,hdx,900 226000080731,080731,,f,bt121206.002,,,,imm, ,,
mb121206.017,brgmon4,mb,6-Dec-12,6,12,2012,mb_001,goldbridge bridge,,,mw,318,332,,hdx,900 226000080732,080732,,,,,,f,mat,kelt ,,
mb121206.007,brgmon4,mb,6-Dec-12,6,12,2012,mb_002,hurley river bridge,,,mw,275,263,,hdx,900 226000080733,080733,,,,,,m,mat,kelt ,,
mb121206.001,brgmon4,mb,6-Dec-12,6,12,2012,mb_002,hurley river bridge,,,mw,269,210,,hdx,900 226000080740,080740,,,,,,m,mat,kelt ,,
mb121206.029,brgmon4,mb,6-Dec-12,6,12,2012,mb_001,goldbridge bridge,,,mw,318,375,,hdx,900 226000080742,080742,,,,,,f,mat,gravid ripe,,
mb121206.024,brgmon4,mb,6-Dec-12,6,12,2012,mb_001,goldbridge bridge,,,mw,314,354,,hdx,900 226000080743,080743,,,,,,m,mat, ,,
mb121206.028,brgmon4,mb,6-Dec-12,6,12,2012,mb_001,goldbridge bridge,,,mw,325,375,,hdx,900 226000080744,080744,,,,,,f,mat,gravid ripe,,
mb121206.009,brgmon4,mb,6-Dec-12,6,12,2012,mb_001,goldbridge bridge,,,mw,302,286,true,hdx,900 226000086041,086041,,,,,,f,mat,kelt ,,
mb121214.014,brgmon4,mb,14-Dec-12,14,12,2012,mb_002,hurley river bridge,,,mw,306,331,,hdx,900 226000080650,080650,,,,,,m,mat, ,,
mb121214.013,brgmon4,mb,14-Dec-12,14,12,2012,mb_002,hurley river bridge,,,mw,300,331,,hdx,900 226000080660,080660,,,,,,f,mat,gravid ripe,,
mb121214.021,brgmon4,mb,14-Dec-12,14,12,2012,mb_002,hurley river bridge,,,mw,328,367,,hdx,900 226000080662,080662,,,,,,m,mat, ,,
mb121214.027,brgmon4,mb,14-Dec-12,14,12,2012,mb_001,goldbridge bridge,,,mw,330,399,,hdx,900 226000080665,080665,,,,,,m,mat,kelt ,,
mb121214.002,brgmon4,mb,14-Dec-12,14,12,2012,mb_002,hurley river bridge,,,mw,282,240,,hdx,900 226000080671,080671,,,,,,m,mat, ,,
mb121214.031,brgmon4,mb,14-Dec-12,14,12,2012,mb_002,hurley river bridge,,,mw,247,166,,hdx,900 226000080678,080678,,s,mw121214.001,,2s,m,mat, ,,
mb121214.023,brgmon4,mb,14-Dec-12,14,12,2012,mb_001,goldbridge bridge,,,mw,318,376,,hdx,900 226000080687,080687,,,,,,m,mat,kelt ,,
mb121214.017,brgmon4,mb,14-Dec-12,14,12,2012,mb_002,hurley river bridge,,,mw,316,346,,hdx,900 226000080689,080689,,,,,,m,mat, ,,
mb121214.005,brgmon4,mb,14-Dec-12,14,12,2012,mb_002,hurley river bridge,,,mw,288,251,,hdx,900 226000080691,080691,,,,,,m,mat, ,,
mb121214.025,brgmon4,mb,14-Dec-12,14,12,2012,mb_002,hurley river bridge,,,mw,330,385,,hdx,900 226000080694,080694,,,,,,m,mat, ,,
mb121214.028,brgmon4,mb,14-Dec-12,14,12,2012,mb_001,goldbridge bridge,,,mw,329,400,,hdx,900 226000080696,080696,,,,,,f,mat,partial ripe,,
mb121214.008,brgmon4,mb,14-Dec-12,14,12,2012,mb_002,hurley river bridge,,,mw,295,269,,hdx,900 226000080699,080699,,,,,,m,mat, ,,
mb121214.001,brgmon4,mb,14-Dec-12,14,12,2012,mb_001,goldbridge bridge,,,mw,278,206,,hdx,900 226000080700,080700,,,,,,m,mat,kelt ,,
mb121214.006,brgmon4,mb,14-Dec-12,14,12,2012,mb_001,goldbridge bridge,,,mw,292,263,,hdx,900 226000080700,080700,,,,,,f,mat,kelt ,,
mb121214.024,brgmon4,mb,14-Dec-12,14,12,2012,mb_001,goldbridge bridge,,,mw,300,379,,hdx,900 226000080703,080703,,,,,,f,mat,gravid ripe,,
mb121214.015,brgmon4,mb,14-Dec-12,14,12,2012,mb_001,goldbridge bridge,,,mw,312,341,,hdx,900 226000080709,080709,,,,,,f,mat,kelt ,,
mb121214.003,brgmon4,mb,14-Dec-12,14,12,2012,mb_001,goldbridge bridge,,,mw,276,244,,hdx,900 226000080713,080713,,,,,,f,mat,kelt ,,
mb121214.004,brgmon4,mb,14-Dec-12,14,12,2012,mb_002,hurley river bridge,,,mw,281,249,,hdx,900 226000080716,080716,,,,,,m,mat, ,,
mb121214.026,brgmon4,mb,14-Dec-12,14,12,2012,mb_001,goldbridge bridge,,,mw,316,399,,hdx,900 226000080717,080717,,,,,,m,mat, ,,
mb121214.030,brgmon4,mb,14-Dec-12,14,12,2012,mb_002,hurley river bridge,,,bt,455,813,,hdx,900 226000080718,080718,,f,bt121214.001,,,,imm, ,,
mb121214.020,brgmon4,mb,14-Dec-12,14,12,2012,mb_001,goldbridge bridge,,,mw,320,350,,hdx,900 226000080720,080720,,,,,,f,mat,gravid ripe,,
mb121214.016,brgmon4,mb,14-Dec-12,14,12,2012,mb_002,hurley river bridge,,,mw,318,346,,hdx,900 226000080722,080722,,,,,,m,mat, ,,
mb121214.022,brgmon4,mb,14-Dec-12,14,12,2012,mb_001,goldbridge bridge,,,mw,320,370,,hdx,900 226000080725,080725,,,,,,f,mat,kelt ,,
mb121214.007,brgmon4,mb,14-Dec-12,14,12,2012,mb_001,goldbridge bridge,,,mw,288,264,,hdx,900 226000080726,080726,,,,,,m,mat,kelt ,,
mb121214.012,brgmon4,mb,14-Dec-12,14,12,2012,mb_001,goldbridge bridge,,,mw,318,318,,hdx,900 226000080728,080728,,,,,,f,mat,kelt ,,
mb121214.029,brgmon4,mb,14-Dec-12,14,12,2012,mb_002,hurley river bridge,,,mw,335,419,,hdx,900 226000080729,080729,,,,,,m,mat, ,,
mb121214.009,brgmon4,mb,14-Dec-12,14,12,2012,mb_001,goldbridge bridge,,,mw,295,295,,hdx,900 226000080734,080734,,,,,,m,mat,kelt ,,
mb121214.018,brgmon4,mb,14-Dec-12,14,12,2012,mb_002,hurley river bridge,,,mw,296,347,,hdx,900 226000080735,080735,,,,,,f,mat,gravid ripe,,
mb121214.019,brgmon4,mb,14-Dec-12,14,12,2012,mb_002,hurley river bridge,,,mw,298,348,,hdx,900 226000080735,080735,,,,,,f,mat,gravid ripe,,
